,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
79172,City Hotel,0,7,2015,10,43,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2015-10-23,2015-10-22
72266,City Hotel,1,464,2017,7,30,25,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-06-30,2017-07-25
52981,City Hotel,1,188,2016,6,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18,2016-06-15
42053,City Hotel,1,104,2015,8,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,2015-07-22,2015-08-30
65607,City Hotel,1,69,2017,4,14,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,197.0,0,Transient,85.0,0,0,Canceled,2017-01-27,2017-04-06
77226,City Hotel,0,327,2015,9,37,9,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,88.0,0,0,Check-Out,2015-09-15,2015-09-09
48460,City Hotel,1,24,2016,3,13,24,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,159.0,0,0,Canceled,2016-03-01,2016-03-24
89463,City Hotel,0,189,2016,5,21,19,0,3,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2016-05-22,2016-05-19
72293,City Hotel,1,77,2017,7,30,25,0,4,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,120.0,0,0,Canceled,2017-05-26,2017-07-25
78318,City Hotel,0,0,2016,7,30,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,12,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-07-20,2016-07-19
91994,City Hotel,0,103,2016,6,27,27,1,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,2,Check-Out,2016-06-29,2016-06-27
95917,City Hotel,0,224,2016,8,35,21,2,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,90.95,0,1,Check-Out,2016-08-26,2016-08-21
110827,City Hotel,0,28,2017,4,17,29,2,1,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,142.0,1,2,Check-Out,2017-05-02,2017-04-29
71024,City Hotel,1,125,2017,6,26,27,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,75.24,0,0,Canceled,2017-02-26,2017-06-27
58961,City Hotel,1,77,2016,10,43,19,0,2,1,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.4,0,0,Canceled,2016-08-05,2016-10-19
103635,City Hotel,0,247,2016,12,52,24,2,3,0,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,9.0,,0,Transient,67.26,0,1,Check-Out,2016-12-29,2016-12-24
11112,Resort Hotel,1,216,2017,4,16,20,2,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,96.3,0,0,Canceled,2016-09-16,2017-04-20
71997,City Hotel,1,155,2017,7,29,17,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2017-07-09,2017-07-17
89977,City Hotel,0,95,2016,5,23,29,2,0,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1,Check-Out,2016-05-31,2016-05-29
61428,City Hotel,1,12,2016,12,50,10,0,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,161.0,0,0,Canceled,2016-11-29,2016-12-10
23734,Resort Hotel,1,29,2016,4,18,30,0,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,0.0,0,1,No-Show,2016-04-30,2016-04-30
13928,Resort Hotel,0,66,2015,9,39,25,4,8,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,53.0,1,1,Check-Out,2015-10-07,2015-09-25
103107,City Hotel,0,25,2016,12,50,7,1,4,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,2,Check-Out,2016-12-12,2016-12-07
97580,City Hotel,0,27,2016,9,38,16,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0,0,Check-Out,2016-09-18,2016-09-16
3658,Resort Hotel,0,165,2015,12,53,30,0,4,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,308.0,,122,Transient-Party,136.5,0,0,Check-Out,2016-01-03,2015-12-30
83896,City Hotel,0,2,2016,2,7,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,95.0,0,0,Check-Out,2016-02-14,2016-02-13
19853,Resort Hotel,0,5,2016,1,2,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,159.0,0,Transient,37.0,0,0,Check-Out,2016-01-06,2016-01-05
109615,City Hotel,0,29,2017,4,15,11,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,2,Check-Out,2017-04-14,2017-04-11
41140,City Hotel,0,0,2015,8,33,13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,124.0,0,0,Check-Out,2015-08-14,2015-08-13
27918,Resort Hotel,0,35,2016,9,38,17,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,1,E,F,1,No Deposit,240.0,,0,Transient,106.33,0,1,Check-Out,2016-09-20,2016-09-17
29835,Resort Hotel,0,30,2016,10,45,31,2,5,2,0.0,0,HB,SRB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,69.04,0,1,Check-Out,2016-11-07,2016-10-31
53254,City Hotel,1,63,2016,6,25,17,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Canceled,2016-05-15,2016-06-17
1732,Resort Hotel,0,157,2015,9,37,11,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,F,0,No Deposit,240.0,,0,Transient,153.0,0,1,Check-Out,2015-09-14,2015-09-11
64819,City Hotel,1,7,2017,3,11,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,95.0,0,0,Canceled,2017-03-13,2017-03-17
106165,City Hotel,0,153,2017,2,8,19,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-02-22,2017-02-19
60743,City Hotel,1,127,2016,11,47,19,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.75,0,0,Canceled,2016-07-25,2016-11-19
72589,City Hotel,1,315,2017,7,31,31,4,10,3,0.0,0,BB,FRO,Online TA,TA/TO,0,0,0,D,D,0,Refundable,9.0,,0,Transient,139.5,0,1,Canceled,2017-07-29,2017-07-31
18979,Resort Hotel,0,1,2015,12,49,1,0,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,28.0,1,0,Check-Out,2015-12-05,2015-12-01
64199,City Hotel,1,28,2017,3,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,95.0,0,0,Canceled,2017-02-02,2017-03-02
107102,City Hotel,0,137,2017,3,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-08,2017-03-06
84601,City Hotel,0,1,2016,2,9,27,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.0,0,0,Check-Out,2016-02-29,2016-02-27
108079,City Hotel,0,3,2017,3,12,20,1,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.0,0,1,Check-Out,2017-03-22,2017-03-20
48237,City Hotel,1,393,2016,3,12,19,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2016-03-02,2016-03-19
104850,City Hotel,0,16,2017,1,3,19,1,3,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,75.44,0,1,Check-Out,2017-01-23,2017-01-19
56300,City Hotel,0,244,2016,9,36,3,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,85.5,0,1,Check-Out,2016-09-04,2016-09-03
81297,City Hotel,0,17,2015,12,49,3,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,91.0,0,0,Check-Out,2015-12-08,2015-12-03
13704,Resort Hotel,1,73,2017,8,35,27,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,190.0,0,0,Canceled,2017-06-26,2017-08-27
92404,City Hotel,0,118,2016,6,27,26,4,6,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,9.0,,0,Transient,113.33,0,2,Check-Out,2016-07-06,2016-06-26
42714,City Hotel,0,86,2015,9,37,9,0,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,68.0,0,Transient-Party,100.0,0,0,Check-Out,2015-09-11,2015-09-09
86152,City Hotel,0,113,2016,3,13,25,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,58.0,0,1,Check-Out,2016-03-28,2016-03-25
86548,City Hotel,0,80,2016,3,14,31,2,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,55.63,0,1,Check-Out,2016-04-05,2016-03-31
31567,Resort Hotel,0,62,2016,12,53,30,0,2,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,273.13,1,1,Check-Out,2017-01-01,2016-12-30
6541,Resort Hotel,0,247,2016,6,25,16,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Transient,98.6,0,0,Check-Out,2016-06-23,2016-06-16
12186,Resort Hotel,1,368,2017,6,24,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,200.0,0,1,Canceled,2016-08-29,2017-06-17
7172,Resort Hotel,1,131,2016,7,31,25,1,2,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,288.0,0,0,Canceled,2016-06-18,2016-07-25
25536,Resort Hotel,0,163,2016,6,25,18,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,59.8,0,1,Check-Out,2016-07-02,2016-06-18
91820,City Hotel,0,192,2016,6,26,24,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26,2016-06-24
32991,Resort Hotel,0,9,2017,2,6,8,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,55.0,1,1,Check-Out,2017-02-12,2017-02-08
60774,City Hotel,1,24,2016,11,48,20,2,5,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,F,F,0,No Deposit,14.0,,0,Transient,168.0,0,0,Canceled,2016-10-27,2016-11-20
118610,City Hotel,0,176,2017,8,34,21,1,1,2,0.0,0,HB,DEU,Direct,Direct,0,0,0,A,D,1,No Deposit,14.0,,0,Transient,135.0,0,1,Check-Out,2017-08-23,2017-08-21
45731,City Hotel,1,98,2015,11,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0,Canceled,2015-09-14,2015-11-23
58886,City Hotel,1,605,2016,10,43,17,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-09-20,2016-10-17
58736,City Hotel,1,93,2016,10,42,15,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0,Canceled,2016-08-11,2016-10-15
71327,City Hotel,1,100,2017,7,27,2,2,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,162.67,0,1,Canceled,2017-03-26,2017-07-02
59828,City Hotel,1,482,2016,11,45,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21,2016-11-03
43009,City Hotel,0,68,2015,9,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-09-16,2015-09-12
85863,City Hotel,0,42,2016,3,13,22,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,131.4,0,1,Check-Out,2016-03-23,2016-03-22
43658,City Hotel,0,69,2015,9,39,22,0,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,65,Transient-Party,106.0,0,0,Check-Out,2015-09-24,2015-09-22
118497,City Hotel,0,12,2017,8,33,19,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,180.0,0,4,Check-Out,2017-08-21,2017-08-19
61174,City Hotel,1,107,2016,12,49,3,2,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,156.6,0,1,Canceled,2016-10-13,2016-12-03
78310,City Hotel,0,2,2016,4,17,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,,40.0,0,Transient-Party,67.0,1,0,Check-Out,2016-04-21,2016-04-20
32355,Resort Hotel,0,7,2017,1,4,23,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2017-01-24,2017-01-23
60353,City Hotel,1,277,2016,11,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04,2016-11-07
101480,City Hotel,0,55,2016,11,46,11,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.2,0,3,Check-Out,2016-11-13,2016-11-11
107441,City Hotel,0,49,2017,3,10,9,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Check-Out,2017-03-13,2017-03-09
84355,City Hotel,0,12,2016,2,9,23,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.0,0,0,Check-Out,2016-02-25,2016-02-23
41729,City Hotel,0,138,2015,8,34,22,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Check-Out,2015-08-25,2015-08-22
56282,City Hotel,1,120,2016,9,36,2,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,115.0,0,0,Canceled,2016-06-14,2016-09-02
41519,City Hotel,0,5,2015,8,34,17,1,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,75.0,1,1,Check-Out,2015-08-23,2015-08-17
91535,City Hotel,0,55,2016,6,26,21,0,2,2,0.0,0,BB,PRY,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.4,0,2,Check-Out,2016-06-23,2016-06-21
63250,City Hotel,1,50,2017,2,5,3,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.4,0,0,Canceled,2017-01-19,2017-02-03
30488,Resort Hotel,0,25,2016,11,47,18,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Transient,34.3,0,0,Check-Out,2016-11-25,2016-11-18
77506,City Hotel,0,3,2015,9,39,21,1,0,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient,77.0,0,0,Check-Out,2015-09-22,2015-09-21
60409,City Hotel,1,10,2016,11,46,10,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,120.0,0,0,Canceled,2016-11-02,2016-11-10
108772,City Hotel,0,123,2017,3,13,28,0,5,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.64,0,0,Check-Out,2017-04-02,2017-03-28
98304,City Hotel,0,35,2016,9,40,25,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2,Check-Out,2016-09-28,2016-09-25
3616,Resort Hotel,0,114,2015,12,52,26,2,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,156.0,,0,Contract,41.33,0,1,Check-Out,2016-01-01,2015-12-26
73707,City Hotel,1,261,2017,8,35,31,2,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,2,Canceled,2017-05-05,2017-08-31
5562,Resort Hotel,0,199,2016,5,19,2,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-04,2016-05-02
24387,Resort Hotel,0,108,2016,5,20,14,2,3,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,97.2,1,1,Check-Out,2016-05-19,2016-05-14
93240,City Hotel,0,91,2016,7,29,16,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,118.8,0,2,Check-Out,2016-07-19,2016-07-16
98439,City Hotel,0,65,2016,9,40,27,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0,3,Check-Out,2016-09-30,2016-09-27
55388,City Hotel,1,221,2016,8,33,12,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,147,Transient-Party,80.0,0,0,Canceled,2016-06-16,2016-08-12
109755,City Hotel,0,195,2017,4,15,12,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,1,Check-Out,2017-04-16,2017-04-12
101333,City Hotel,0,27,2016,11,46,6,2,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,143.3,0,1,Check-Out,2016-11-11,2016-11-06
24261,Resort Hotel,0,236,2016,5,20,12,0,3,2,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,54.0,1,0,Check-Out,2016-05-15,2016-05-12
72197,City Hotel,1,240,2017,7,30,23,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-11-25,2017-07-23
50635,City Hotel,1,302,2016,5,19,5,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-05-05
118042,City Hotel,0,204,2017,8,32,7,2,5,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,2017-08-14,2017-08-07
40404,City Hotel,1,98,2015,7,30,25,1,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,124.25,0,1,Canceled,2015-04-24,2015-07-25
69413,City Hotel,1,186,2017,5,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,130.0,0,0,Canceled,2016-11-25,2017-05-30
62928,City Hotel,1,61,2017,1,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016-11-25,2017-01-25
22958,Resort Hotel,0,52,2016,4,15,7,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,74.7,0,0,Check-Out,2016-04-11,2016-04-07
22533,Resort Hotel,0,3,2016,3,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.0,0,0,Check-Out,2016-03-28,2016-03-25
66924,City Hotel,1,156,2017,4,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0,Canceled,2016-11-21,2017-04-26
52672,City Hotel,1,337,2016,6,24,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-06-09
51842,City Hotel,0,316,2016,5,22,26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29,2016-05-26
21603,Resort Hotel,0,3,2016,3,10,4,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,330.0,,0,Transient-Party,40.0,0,0,Check-Out,2016-03-05,2016-03-04
74507,City Hotel,1,325,2015,9,37,7,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,2015-09-07
53180,City Hotel,1,245,2016,6,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0,Canceled,2016-02-09,2016-06-17
73961,City Hotel,1,279,2015,7,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,2015-07-23
108346,City Hotel,0,116,2017,3,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,171.0,,0,Transient-Party,90.0,0,0,Check-Out,2017-03-26,2017-03-24
33542,Resort Hotel,0,78,2017,2,8,22,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,38.04,0,1,Check-Out,2017-02-26,2017-02-22
38154,Resort Hotel,0,154,2017,7,27,6,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,137.5,0,2,Check-Out,2017-07-10,2017-07-06
77256,City Hotel,1,6,2015,9,39,20,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,78.0,,0,Transient,90.0,0,0,Canceled,2015-09-15,2015-09-20
67262,City Hotel,1,164,2017,4,18,30,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Canceled,2017-03-20,2017-04-30
56937,City Hotel,1,79,2016,9,38,15,2,3,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,183.6,0,1,Canceled,2016-08-27,2016-09-15
117011,City Hotel,0,171,2017,7,30,26,0,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9.0,,0,Transient,121.5,0,1,Check-Out,2017-07-29,2017-07-26
75732,City Hotel,1,302,2015,8,33,15,2,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-06,2015-08-15
116973,City Hotel,0,86,2017,7,30,27,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,129.0,0,1,Check-Out,2017-07-28,2017-07-27
54383,City Hotel,1,372,2016,7,29,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-07-14
72409,City Hotel,1,467,2017,7,30,28,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-07-07,2017-07-28
16108,Resort Hotel,0,38,2015,8,32,4,2,9,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,125.82,0,1,Check-Out,2015-08-15,2015-08-04
110063,City Hotel,0,114,2017,4,16,17,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,126.0,0,2,Check-Out,2017-04-21,2017-04-17
37397,Resort Hotel,0,36,2017,6,24,12,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,170.0,1,1,Check-Out,2017-06-17,2017-06-12
