,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
69873,City Hotel,1,183,2017,June,23,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,120.0,0,0,Canceled,2016-12-07
49138,City Hotel,1,74,2016,April,15,6,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,128.7,0,0,Canceled,2016-03-10
50432,City Hotel,1,36,2016,April,18,30,2,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,2016-04-11
95295,City Hotel,0,100,2016,August,34,16,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,152.1,0,1,Check-Out,2016-08-18
26047,Resort Hotel,0,161,2016,July,29,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Transient,137.75,0,1,Check-Out,2016-07-20
4440,Resort Hotel,1,7,2016,March,12,18,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,0.0,0,0,Canceled,2016-03-15
69183,City Hotel,1,175,2017,May,21,26,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,1,Canceled,2017-02-02
29543,Resort Hotel,0,115,2016,October,43,22,3,6,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.22,0,1,Check-Out,2016-10-31
21340,Resort Hotel,0,8,2016,February,8,18,2,6,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,241.0,,0,Transient,75.26,1,2,Check-Out,2016-02-26
89267,City Hotel,0,8,2016,May,21,17,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
112986,City Hotel,0,0,2017,May,22,29,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,153.0,0,0,Check-Out,2017-06-01
7603,Resort Hotel,1,293,2016,August,34,16,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.0,0,2,Canceled,2015-12-02
34437,Resort Hotel,0,1,2017,March,11,13,3,9,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,70.0,0,0,Check-Out,2017-03-25
76808,City Hotel,0,0,2015,August,33,12,0,1,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,138.0,0,0,Check-Out,2015-08-13
19601,Resort Hotel,0,153,2015,December,53,27,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,50.4,0,1,Check-Out,2015-12-28
77344,City Hotel,1,190,2016,April,15,9,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,1,13,1,A,A,0,No Deposit,,,31,Transient-Party,70.0,0,0,Canceled,2015-12-09
115665,City Hotel,0,225,2017,July,27,6,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Check-Out,2017-07-09
53934,City Hotel,1,39,2016,July,27,2,2,1,2,0.0,0,BB,GGY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2016-05-24
70771,City Hotel,1,117,2017,June,25,22,0,3,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0,Canceled,2017-03-09
11084,Resort Hotel,1,85,2017,April,16,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,0,Canceled,2017-01-22
14090,Resort Hotel,0,5,2015,December,50,9,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,61.0,0,Transient,25.0,0,0,Check-Out,2015-12-11
56834,City Hotel,1,317,2016,September,38,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,120.0,0,0,Canceled,2016-02-09
94441,City Hotel,0,187,2016,July,31,28,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,80.75,1,0,Check-Out,2016-08-04
17690,Resort Hotel,0,283,2015,October,42,12,2,5,2,0.0,0,BB,IRL,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,68.74,0,0,Check-Out,2015-10-19
73436,City Hotel,1,252,2017,August,34,21,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Canceled,2017-01-16
64084,City Hotel,1,1,2017,March,9,1,0,4,2,0.0,0,SC,NGA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,1,No-Show,2017-03-01
11804,Resort Hotel,1,322,2017,May,22,31,0,3,2,2.0,0,BB,FJI,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.33,0,0,Canceled,2017-04-29
63385,City Hotel,1,141,2017,February,6,10,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,1,Canceled,2017-02-10
116098,City Hotel,0,414,2017,July,28,13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,95.5,0,0,Check-Out,2017-07-15
75847,City Hotel,1,337,2015,September,38,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
108551,City Hotel,0,10,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-03-29
85911,City Hotel,0,4,2016,March,13,22,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,137.0,0,0,Check-Out,2016-03-24
114069,City Hotel,0,8,2017,June,24,15,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,110.0,0,0,Check-Out,2017-06-17
59209,City Hotel,1,229,2016,October,43,22,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,10.0,,0,Transient,89.25,0,0,Canceled,2016-03-07
94655,City Hotel,0,196,2016,August,32,1,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173.0,,0,Transient-Party,72.25,0,0,Check-Out,2016-08-08
76495,City Hotel,1,414,2015,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-07-23
84891,City Hotel,0,57,2016,March,10,4,0,2,3,0.0,0,BB,CHE,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,103.0,0,1,Check-Out,2016-03-06
116872,City Hotel,0,160,2017,July,30,23,2,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.5,0,0,Check-Out,2017-07-26
90188,City Hotel,0,97,2016,May,23,29,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.75,0,0,Check-Out,2016-06-03
81225,City Hotel,0,0,2015,December,50,6,1,0,2,0.0,0,BB,UKR,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,226.0,0,0,Check-Out,2015-12-07
15382,Resort Hotel,0,137,2015,July,28,7,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,110.7,0,1,Check-Out,2015-07-11
3072,Resort Hotel,0,1,2015,November,46,13,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,78.0,0,1,Check-Out,2015-11-14
75625,City Hotel,1,281,2015,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
27125,Resort Hotel,0,178,2016,August,34,14,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,130.55,0,0,Check-Out,2016-08-21
111624,City Hotel,0,93,2017,May,19,13,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,148.5,0,1,Check-Out,2017-05-14
59438,City Hotel,1,199,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,95.0,0,0,Canceled,2016-10-21
45437,City Hotel,0,72,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31
76270,City Hotel,1,147,2015,July,30,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient,75.0,0,0,Canceled,2015-07-10
37217,Resort Hotel,0,159,2017,June,23,10,0,1,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-06-11
63949,City Hotel,1,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,No-Show,2017-02-25
30823,Resort Hotel,0,1,2016,December,49,3,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,65.0,0,0,Check-Out,2016-12-04
45787,City Hotel,0,98,2015,November,48,23,1,2,1,0.0,0,BB,SVK,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-26
58069,City Hotel,1,275,2016,October,41,5,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0,Canceled,2016-06-20
50357,City Hotel,1,15,2016,April,18,29,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.0,0,0,Canceled,2016-04-19
40334,City Hotel,1,96,2015,July,30,22,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,No-Show,2015-07-22
118316,City Hotel,0,191,2017,August,33,15,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,132.5,0,0,Check-Out,2017-08-18
26356,Resort Hotel,0,190,2016,July,31,26,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,212.0,1,0,Check-Out,2016-07-30
43474,City Hotel,0,22,2015,September,38,18,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,100.7,0,0,Check-Out,2015-09-21
14170,Resort Hotel,0,0,2016,March,12,15,0,1,1,0.0,0,BB,,Corporate,Corporate,0,0,3,A,A,0,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2016-03-16
61058,City Hotel,1,510,2016,December,49,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21
469,Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250.0,,0,Transient,144.5,0,0,Check-Out,2015-07-19
74372,City Hotel,1,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
60853,City Hotel,1,503,2016,November,48,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21
17398,Resort Hotel,0,47,2015,October,41,5,1,3,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,15.0,,0,Transient,46.5,0,0,Check-Out,2015-10-09
110063,City Hotel,0,114,2017,April,16,17,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,126.0,0,2,Check-Out,2017-04-21
109939,City Hotel,0,6,2017,April,16,16,2,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,150.0,0,2,Check-Out,2017-04-19
114413,City Hotel,0,197,2017,June,25,21,0,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,189.0,0,1,Check-Out,2017-06-22
85203,City Hotel,0,108,2016,June,25,13,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,20,E,E,2,No Deposit,,51.0,0,Transient,106.0,0,0,Check-Out,2016-06-17
90214,City Hotel,0,7,2016,June,23,3,0,1,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,0.0,1,2,Check-Out,2016-06-04
113344,City Hotel,0,198,2017,June,22,2,2,2,1,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,115.21,0,1,Check-Out,2017-06-06
102640,City Hotel,0,313,2016,December,49,1,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2016-12-04
43637,City Hotel,1,37,2015,September,39,21,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.8,0,2,Canceled,2015-09-10
94769,City Hotel,0,4,2016,August,32,5,2,2,0,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,K,2,No Deposit,9.0,,0,Transient,69.5,0,2,Check-Out,2016-08-09
100845,City Hotel,0,48,2016,October,45,31,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-03
59740,City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13
77315,City Hotel,0,0,2015,September,38,15,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,10.0,,0,Transient,93.6,0,0,Check-Out,2015-09-17
48293,City Hotel,1,42,2016,March,13,20,2,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.6,0,0,Canceled,2016-02-11
61661,City Hotel,1,531,2016,December,52,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-10-21
12581,Resort Hotel,1,183,2017,July,27,5,2,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,148.5,0,1,Canceled,2017-04-08
100672,City Hotel,0,71,2016,October,45,30,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,75.54,0,1,Check-Out,2016-10-31
71917,City Hotel,1,111,2017,July,28,15,2,1,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.33,0,2,No-Show,2017-07-15
8682,Resort Hotel,1,96,2016,October,42,9,2,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0,Canceled,2016-09-07
11483,Resort Hotel,1,140,2017,May,19,10,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,48.0,0,0,Canceled,2017-01-12
4072,Resort Hotel,1,112,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,68.0,0,0,Canceled,2016-02-05
100270,City Hotel,0,20,2016,October,44,23,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,111.0,,0,Transient-Party,125.0,1,0,Check-Out,2016-10-25
49771,City Hotel,1,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,Canceled,2016-02-25
86824,City Hotel,0,79,2016,April,15,4,1,5,2,0.0,0,BB,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,67.85,0,1,Check-Out,2016-04-10
41392,City Hotel,1,93,2015,August,33,15,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,1,Canceled,2015-06-23
113273,City Hotel,0,93,2017,June,22,3,1,1,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,250.0,0,0,Check-Out,2017-06-05
80626,City Hotel,0,30,2015,November,47,18,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,113.4,0,1,Check-Out,2015-11-21
56389,City Hotel,1,41,2016,September,37,4,2,3,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,3,No Deposit,9.0,,0,Transient,208.93,0,0,Canceled,2016-08-01
33795,Resort Hotel,0,7,2017,March,9,2,0,3,3,0.0,0,BB,BEL,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,50.33,0,0,Check-Out,2017-03-05
46827,City Hotel,0,151,2016,January,4,19,0,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,19.0,,63,Transient-Party,71.0,0,0,Check-Out,2016-01-23
116609,City Hotel,0,190,2017,July,29,19,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,124.0,0,0,Check-Out,2017-07-22
112522,City Hotel,0,137,2017,May,21,21,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,165.75,0,1,Check-Out,2017-05-25
104793,City Hotel,0,29,2017,January,3,20,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,77.66,0,0,Check-Out,2017-01-22
39852,Resort Hotel,0,0,2017,August,35,30,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,306.0,,0,Transient,0.0,0,0,Check-Out,2017-08-30
94841,City Hotel,0,112,2016,August,33,8,1,2,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,110.75,0,1,Check-Out,2016-08-11
41412,City Hotel,0,5,2015,August,33,15,2,1,2,1.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,17.0,,0,Transient-Party,116.5,0,0,Check-Out,2015-08-18
19752,Resort Hotel,0,112,2015,December,53,30,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,224.67,0,0,Check-Out,2016-01-02
43738,City Hotel,0,34,2015,September,39,23,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,33,Transient-Party,224.67,0,0,Check-Out,2015-09-26
106761,City Hotel,0,6,2017,February,9,27,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,91.75,0,1,Check-Out,2017-03-03
63873,City Hotel,1,195,2017,February,8,24,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Canceled,2016-09-28
35288,Resort Hotel,0,67,2017,April,14,8,4,6,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,57.09,0,1,Check-Out,2017-04-18
25701,Resort Hotel,0,60,2016,July,28,8,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,2,No Deposit,,,0,Transient,209.1,1,0,Check-Out,2016-07-11
9660,Resort Hotel,1,91,2016,December,52,23,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient-Party,75.6,0,1,Canceled,2016-10-11
39346,Resort Hotel,0,177,2017,August,32,9,2,4,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,329.67,0,1,Check-Out,2017-08-15
117739,City Hotel,0,263,2017,August,32,8,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,2,Check-Out,2017-08-09
64453,City Hotel,1,104,2017,March,10,10,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Canceled,2017-02-24
8891,Resort Hotel,1,116,2016,October,43,18,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,0,Canceled,2016-06-24
65839,City Hotel,1,66,2017,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2017-02-02
82452,City Hotel,0,39,2015,December,53,29,0,1,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,1,Check-Out,2015-12-30
114035,City Hotel,0,47,2017,June,24,12,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.1,0,0,Check-Out,2017-06-16
31378,Resort Hotel,0,99,2016,December,52,23,2,2,1,0.0,0,BB,BLR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,32.0,0,0,Check-Out,2016-12-27
105056,City Hotel,0,27,2017,January,4,24,0,5,1,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,70.75,0,1,Check-Out,2017-01-29
73584,City Hotel,1,194,2017,August,34,26,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394.0,,0,Transient,113.39,0,0,Canceled,2017-08-24
48986,City Hotel,1,101,2016,April,15,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,41,Transient,80.0,0,0,Canceled,2016-02-04
98093,City Hotel,0,1,2016,September,39,23,0,2,1,0.0,0,BB,MAR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,0,Transient-Party,57.5,0,0,Check-Out,2016-09-25
24271,Resort Hotel,0,386,2016,October,43,20,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,4,A,D,1,No Deposit,,,0,Transient-Party,46.0,1,0,Check-Out,2016-10-23
100512,City Hotel,0,232,2016,October,44,24,1,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,106.25,0,2,Check-Out,2016-10-29
46218,City Hotel,0,22,2015,December,52,26,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,59.09,0,0,Check-Out,2015-12-29
52946,City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016-04-27
19955,Resort Hotel,0,2,2016,January,3,10,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,314.0,,0,Transient,25.0,0,0,Check-Out,2016-01-11
114329,City Hotel,0,448,2017,June,24,17,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-06-20
1705,Resort Hotel,0,3,2015,September,37,10,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,C,H,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2015-09-11
80930,City Hotel,0,36,2015,November,48,25,0,4,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.99,0,2,Check-Out,2015-11-29
25876,Resort Hotel,0,180,2016,July,28,4,3,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,70.0,0,0,Check-Out,2016-07-15
12324,Resort Hotel,1,331,2017,June,25,24,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,59.4,0,1,Canceled,2016-08-09
99506,City Hotel,0,268,2016,October,42,9,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,27.0,,0,Transient-Party,80.75,0,0,Check-Out,2016-10-14
19864,Resort Hotel,0,11,2016,January,2,3,2,1,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,39.0,1,1,Check-Out,2016-01-06
2322,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2015-08-14
47102,City Hotel,1,47,2016,February,7,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.3,0,1,Canceled,2015-12-28
624,Resort Hotel,1,19,2015,July,30,23,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0,Canceled,2015-07-07
77809,City Hotel,0,5,2015,September,40,27,1,0,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-28
